ordinal,prompt_tokens,cached_tokens,uncached_prompt_tokens,completion_tokens,finish_reason,client_ttft_ms,client_decode_interval_ms,client_tpot_ms,client_total_ms,output_delta_events,cache_hit_ratio,response_id_consistent
3681,15239,14208,1031,128,length,"15,182.978305","1,855.215708",14.607998,"17,038.860482",64,0.932344642,true
3682,43374,18240,25134,128,length,"15,602.103816","1,457.103611",11.473257,"17,060.107946",53,0.420528427,true
3683,68893,67968,925,128,length,"15,394.143553","1,410.881583",11.109304,"16,805.030864",24,0.986573382,true
3684,291619,290368,1251,128,length,"18,722.185972","1,622.903733",12.778770,"20,346.870583",51,0.995710156,true
3685,123872,0,123872,128,length,"18,330.682246","2,059.705959",16.218157,"20,391.982906",67,0.000000000,true
3686,94497,90880,3617,128,length,"18,123.511366","1,391.135698",10.953824,"19,516.527623",44,0.961723653,true
3687,42633,42176,457,128,length,"17,701.744074","1,210.867366",9.534389,"18,913.534391",39,0.989280604,true
3688,95310,90880,4430,128,length,"17,383.181116","1,472.318738",11.593061,"18,856.822361",33,0.953520092,true
3689,12526,4224,8302,128,length,"17,307.356422","1,835.924484",14.456098,"19,144.476147",58,0.337218585,true
3690,106179,105536,643,128,length,"16,929.142594","1,806.021784",14.220644,"18,736.957736",57,0.993944189,true
3691,47903,47744,159,128,length,"16,867.026744","1,840.305542",14.490595,"18,707.338398",24,0.996680792,true
3692,95788,77632,18156,128,length,"17,187.371509","2,055.975210",16.188781,"19,243.368191",64,0.810456425,true
3693,50283,43456,6827,128,length,"17,214.245960","1,788.974898",14.086417,"19,004.404355",57,0.864228467,true
3694,25786,0,25786,128,length,"17,630.719194","1,823.505698",14.358313,"19,455.834345",59,0.000000000,true
3695,40890,36096,4794,128,length,"17,471.056624","1,668.313563",13.136327,"19,140.160209",54,0.882758621,true
3696,127290,125888,1402,128,length,"18,398.775743","2,240.594105",17.642473,"20,648.504960",68,0.988985781,true
3697,24727,832,23895,128,length,"17,904.350503","1,630.563026",12.839079,"19,535.993633",53,0.033647430,true
3698,73564,71936,1628,128,length,"18,263.105266","2,109.414927",16.609566,"20,372.525537",65,0.977869610,true
3699,16248,1152,15096,128,length,"18,057.240859","1,815.557316",14.295727,"19,874.882927",58,0.070901034,true
3700,906,0,906,128,length,"17,312.541551","1,687.063343",13.283963,"19,000.664550",55,0.000000000,true
3701,5721,4672,1049,128,length,"18,116.964530","2,041.527833",16.075022,"20,159.067791",64,0.816640447,true
3702,14809,8384,6425,128,length,"18,066.671365","2,196.231836",17.293164,"20,263.738279",68,0.566142211,true
3703,89730,72320,17410,128,length,"17,857.584566","1,382.272813",10.884038,"19,239.862723",22,0.805973476,true
3704,25614,24128,1486,128,length,"17,393.631789","1,576.727274",12.415175,"18,970.364823",22,0.941984852,true
3705,5233,0,5233,128,length,"17,919.024059","2,304.182318",18.143168,"20,224.506355",69,0.000000000,true
3706,28197,25728,2469,128,length,"17,546.699428","1,597.571630",12.579304,"19,146.312546",48,0.912437493,true
3707,48501,47872,629,128,length,"16,288.423305","2,170.953108",17.094119,"18,460.867241",64,0.987031195,true
3708,10188,0,10188,128,length,"16,233.997467","2,240.926268",17.645089,"18,476.213441",67,0.000000000,true
3709,28619,28480,139,128,length,"16,106.940050","1,813.198737",14.277155,"17,921.503854",41,0.995143087,true
3710,95618,90432,5186,128,length,"16,069.173001","1,405.382499",11.066004,"17,476.866558",42,0.945763350,true
3711,4325,832,3493,128,length,"16,157.699970","1,426.409609",11.231572,"17,619.216863",21,0.192369942,true
3712,849,832,17,128,length,"16,539.236481",916.767288,7.218640,"17,457.125186",28,0.979976443,true
3713,28702,28480,222,128,length,"15,540.506371","1,646.309005",12.963063,"17,187.972986",36,0.992265347,true
3714,6650,2880,3770,128,length,"14,844.850872","2,611.533124",20.563253,"17,456.946593",80,0.433082707,true
3715,40360,39872,488,128,length,"14,815.571602","1,707.556816",13.445329,"16,523.133698",36,0.987908821,true
3716,195498,187776,7722,128,length,"16,133.071360",0.000000,0.000000,"16,133.077632",1,0.960500875,true
3717,73357,72832,525,128,length,"14,709.173131","1,604.048129",12.630300,"16,314.762648",48,0.992843219,true
3718,28760,28480,280,128,length,"14,477.235239","1,734.663654",13.658769,"16,211.904013",30,0.990264256,true
3719,58530,58304,226,128,length,"14,581.811455","1,563.200991",12.308669,"16,145.016862",19,0.996138732,true
3720,41795,35456,6339,128,length,"14,578.384069","1,655.325685",13.034061,"16,234.621153",50,0.848331140,true
3721,5075,2816,2259,128,length,"15,045.197667",737.043217,5.803490,"15,784.023938",11,0.554876847,true
3722,106854,104192,2662,128,length,"14,893.700985","1,857.303149",14.624434,"16,751.009478",39,0.975087503,true
3723,21457,5248,16209,128,length,"14,827.290254","1,956.180280",15.402994,"16,785.431093",61,0.244582188,true
3724,89,0,89,128,length,"14,746.586866","1,440.439799",11.342046,"16,187.603086",44,0.000000000,true
3725,21588,832,20756,128,length,"16,826.482105",0.000000,0.000000,"16,826.487673",1,0.038539930,true
3726,28834,28480,354,128,length,"15,136.043887","1,558.430585",12.271107,"16,694.479592",35,0.987722827,true
3727,848,832,16,128,length,"15,790.364275","1,047.784865",8.250275,"16,846.154355",36,0.981132075,true
3728,74140,72832,1308,128,length,"15,019.490201","1,463.206763",11.521313,"16,483.760524",47,0.982357702,true
3729,30801,14080,16721,128,length,"12,813.551505","1,906.473999",15.011606,"14,720.030784",50,0.457128015,true
3730,58693,58304,389,128,length,"12,777.844407","1,519.947114",11.968088,"14,297.797089",21,0.993372293,true
3731,14444,2816,11628,128,length,"13,016.705426","1,523.512806",11.996164,"14,540.223448",18,0.194959845,true
3732,44317,18240,26077,128,length,"13,738.386857",942.984167,7.425072,"14,681.376656",6,0.411580206,true
3733,11675,2880,8795,128,length,"13,802.934341","1,985.656960",15.635094,"15,789.290539",64,0.246680942,true
3734,13489,0,13489,128,length,"14,200.334849","2,194.693711",17.281053,"16,395.457748",69,0.000000000,true
3735,58803,57920,883,128,length,"13,999.293937","1,454.490182",11.452679,"15,454.885824",46,0.984983759,true
3736,28968,28480,488,128,length,"13,825.071220","1,351.982527",10.645532,"15,177.058707",26,0.983153825,true
3737,201553,200448,1105,128,length,"15,582.788847",0.000000,0.000000,"15,582.794383",1,0.994517571,true
3738,5421,5120,301,128,length,"13,661.754701","2,015.162504",15.867421,"15,676.935477",63,0.944475189,true
3739,4367,832,3535,128,length,"13,588.413323","2,097.636594",16.516824,"15,686.437344",64,0.190519808,true
3740,37550,19648,17902,128,length,"14,142.347480","1,658.908817",13.062274,"15,802.293938",52,0.523249001,true
3741,94359,79360,14999,128,length,"13,868.929805","1,497.032438",11.787657,"15,366.887882",47,0.841043250,true
3742,98005,77632,20373,128,length,"14,192.140673","1,843.513215",14.515852,"16,036.805513",62,0.792122851,true
3743,29120,28480,640,128,length,"14,076.086574","1,483.048807",11.677550,"15,559.684633",18,0.978021978,true
3744,4908,3776,1132,128,length,"14,046.920168","1,878.229681",14.789210,"15,925.325018",63,0.769356153,true
3745,42702,36096,6606,128,length,"14,025.272990","1,311.453567",10.326406,"15,336.732221",9,0.845299986,true
3746,2053,0,2053,128,length,"15,734.594780","1,436.054549",11.307516,"17,171.116565",51,0.000000000,true
3747,39,0,39,128,length,"13,798.248064","2,003.244171",15.773576,"15,801.999471",71,0.000000000,true
3748,90123,72320,17803,128,length,"16,833.181806",0.000000,0.000000,"16,833.187182",1,0.802458862,true
3749,200999,159936,41063,128,length,"14,929.283633","1,341.129737",10.560077,"16,273.043887",48,0.795705451,true
3750,27082,24128,2954,128,length,"15,396.943031","1,494.846916",11.770448,"16,891.795771",38,0.890923861,true
3751,7236,0,7236,128,length,"13,428.354014","1,508.487568",11.877855,"14,937.022831",53,0.000000000,true
3752,5309,2816,2493,128,length,"12,880.393055","1,525.790008",12.014095,"14,406.189655",29,0.530420041,true
3753,31283,14080,17203,128,length,"15,448.987025",612.646204,4.823986,"16,061.638381",7,0.450084711,true
3754,1517,0,1517,128,length,"14,819.957780","1,462.182339",11.513247,"16,282.665819",49,0.000000000,true
3755,23306,4480,18826,128,length,"15,575.711160","2,437.498441",19.192901,"18,014.119848",78,0.192225178,true
3756,30700,28480,2220,128,length,"15,452.751343","1,271.218562",10.009595,"16,723.975121",21,0.927687296,true
3757,16096,15936,160,128,length,"15,141.598779","2,285.294809",17.994447,"17,427.815452",73,0.990059642,true
3758,107259,105536,1723,128,length,"15,132.663253","1,732.330739",13.640400,"16,867.207610",56,0.983936080,true
3759,100304,77632,22672,128,length,"15,517.350892","2,317.627064",18.249032,"17,834.984196",67,0.773967140,true
3760,47585,43328,4257,128,length,"14,994.475155","1,807.584421",14.232948,"16,802.934943",56,0.910539035,true
3761,199047,192512,6535,128,length,"16,448.519158",0.000000,0.000000,"16,448.524694",1,0.967168558,true
3762,2893,2816,77,128,length,"15,701.501303",668.632053,5.264819,"16,370.138796",3,0.973384030,true
3763,70151,68864,1287,128,length,"16,273.503858",251.644160,1.981450,"16,525.153010",2,0.981653861,true
3764,850,832,18,128,length,"13,257.855006",177.342485,1.396398,"13,435.537622",7,0.978823529,true
3765,30936,28480,2456,128,length,"11,829.653671","1,360.749572",10.714564,"13,190.408395",12,0.920610292,true
3766,36321,14080,22241,128,length,"12,204.224207","1,152.427162",9.074230,"13,357.879922",38,0.387654525,true
3767,30099,28160,1939,128,length,"12,056.416674","1,462.388325",11.514869,"13,519.674542",48,0.935579255,true
3768,75094,72832,2262,128,length,"11,873.459808","1,754.658212",13.816206,"13,632.711816",58,0.969877753,true
3769,191591,159936,31655,128,length,"13,043.299492","1,431.787475",11.273917,"14,477.647307",50,0.834778252,true
3770,43844,25280,18564,128,length,"12,298.366101","1,222.808325",9.628412,"13,521.502428",43,0.576589727,true
3771,35746,16640,19106,128,length,"11,873.643138","1,786.948386",14.070460,"13,661.605484",61,0.465506630,true
3772,4798,0,4798,128,length,"12,723.208329","1,716.106163",13.512647,"14,439.845633",61,0.000000000,true
3773,91647,76672,14975,128,length,"13,124.836774","1,240.774418",9.769877,"14,365.616920",31,0.836601307,true
3774,77967,77440,527,128,length,"12,668.008405","1,622.029295",12.771884,"14,291.721265",58,0.993240730,true
3775,19430,0,19430,128,length,"12,857.740973","1,775.279110",13.978576,"14,633.525239",64,0.000000000,true
3776,36454,14080,22374,128,length,"14,844.958650",0.000000,0.000000,"14,844.964218",1,0.386240193,true
3777,20788,832,19956,128,length,"13,452.958143","1,384.805761",10.903982,"14,838.864201",51,0.040023090,true
3778,59723,57920,1803,128,length,"13,246.107777","1,859.602975",14.642543,"15,106.688679",72,0.969810626,true
3779,13139,832,12307,128,length,"13,281.524057","1,333.096009",10.496819,"14,615.538921",51,0.063322932,true
3780,75265,0,75265,128,length,"14,769.012578","2,173.341863",17.112928,"16,943.143376",71,0.000000000,true
3781,3410,0,3410,128,length,"13,173.770023","1,627.845372",12.817680,"14,801.827877",64,0.000000000,true
3782,100762,95744,5018,128,length,"14,667.494114","1,528.004714",12.031533,"16,195.504460",17,0.950199480,true
3783,173566,159936,13630,128,length,"15,331.164081",820.952901,6.464196,"16,152.122454",3,0.921470795,true
3784,28548,25600,2948,128,length,"14,570.187203","1,284.901710",10.117336,"15,855.094449",32,0.896735323,true
3785,483,448,35,128,length,"14,579.191787","1,686.813773",13.281998,"16,267.194913",53,0.927536232,true
3786,5390,2880,2510,128,length,"15,776.691271",682.158592,5.371327,"16,458.855047",21,0.534322820,true
3787,16395,4288,12107,128,length,"14,431.089660","2,048.274125",16.128143,"16,480.007694",64,0.261543153,true
3788,108443,106816,1627,128,length,"14,422.516120","1,805.873239",14.219474,"16,229.583769",56,0.984996726,true
3789,851,832,19,128,length,"15,177.344724",901.555937,7.098866,"16,079.267352",27,0.977673325,true
3790,40719,40320,399,128,length,"14,334.343170","1,742.962279",13.724112,"16,077.310761",38,0.990201135,true
3791,30993,30784,209,128,length,"14,340.279440","1,609.477131",12.673048,"15,949.761819",24,0.993256542,true
3792,48535,44288,4247,128,length,"15,664.827831",0.000000,0.000000,"15,664.832983",1,0.912496137,true
3793,51585,51392,193,128,length,"16,037.130508",0.000000,0.000000,"16,037.135660",1,0.996258602,true
3794,1821,1024,797,128,length,"14,401.502770","1,964.169079",15.465898,"16,366.368078",62,0.562328391,true
3795,36639,16640,19999,128,length,"15,188.294635","1,491.778091",11.746284,"16,681.830692",49,0.454160867,true
3796,172818,159936,12882,128,length,"16,120.163930",802.111153,6.315836,"16,922.280043",16,0.925459154,true
3797,41570,40320,1250,128,length,"15,527.752638",799.203770,6.292943,"16,326.961688",18,0.969930238,true
3798,991,0,991,128,length,"14,996.000639","2,215.466611",17.444619,"17,212.253496",74,0.000000000,true
3799,25109,14400,10709,128,length,"15,189.564373","1,520.325261",11.971065,"16,709.895714",27,0.573499542,true
3800,108827,106816,2011,128,length,"15,480.403913","1,915.594839",15.083424,"17,398.196754",64,0.981521130,true
3801,173807,159936,13871,128,length,"16,769.194869","1,407.111761",11.079620,"18,180.883978",44,0.920193088,true
3802,292884,291584,1300,128,length,"16,551.035070","1,651.483223",13.003805,"18,204.549509",48,0.995561383,true
3803,19658,2816,16842,128,length,"16,247.613991","2,440.617729",19.217462,"18,688.250120",73,0.143249568,true
3804,31158,30784,374,128,length,"16,184.401045","1,717.699776",13.525195,"17,902.106389",24,0.987996662,true
3805,3050,832,2218,128,length,"17,255.583310",773.503599,6.090580,"18,029.106909",23,0.272786885,true
3806,3095,1216,1879,128,length,"16,814.569755",635.392495,5.003091,"17,449.967914",3,0.392891761,true
3807,109911,106816,3095,128,length,"16,245.302709","1,947.483731",15.334518,"18,194.087346",57,0.971840853,true
3808,102027,97984,4043,128,length,"16,135.853718","1,516.866929",11.943834,"17,652.725959",13,0.960373235,true
3809,51884,51392,492,128,length,"16,069.576972","2,395.149723",18.859447,"18,465.913488",72,0.990517308,true
3810,82176,77440,4736,128,length,"15,894.329671","1,734.980872",13.661267,"17,631.028925",51,0.942367601,true
3811,1737,0,1737,128,length,"15,801.859886","1,765.273975",13.899795,"17,568.189198",51,0.000000000,true
3812,31769,30784,985,128,length,"15,776.384837","1,881.381834",14.814030,"17,660.199330",56,0.968994932,true
3813,3174,1216,1958,128,length,"15,609.544802",878.181001,6.914811,"16,487.730795",24,0.383112791,true
3814,211,192,19,128,length,"14,826.346694","2,276.650357",17.926381,"17,103.541888",68,0.909952607,true
3815,97007,81728,15279,128,length,"14,899.689320","1,761.014294",13.866254,"16,701.782274",53,0.842495902,true
3816,76045,74112,1933,128,length,"14,836.109300","1,657.107779",13.048093,"16,495.029413",49,0.974580840,true
3817,110273,106816,3457,128,length,"14,613.283191","2,027.683531",15.966012,"16,642.341005",61,0.968650531,true
3818,36860,30784,6076,128,length,"14,707.097723","1,683.731508",13.257728,"16,393.975016",51,0.835160065,true
3819,1824,768,1056,128,length,"14,645.849624","2,219.749909",17.478346,"16,866.183185",67,0.421052632,true
3820,47155,21568,25587,128,length,"15,346.710187","1,956.022710",15.401754,"17,303.829162",60,0.457385219,true
3821,527,0,527,128,length,"14,555.647410","2,385.999058",18.787394,"16,942.299658",71,0.000000000,true
3822,294132,291584,2548,128,length,"16,442.017411",0.000000,0.000000,"16,442.023235",1,0.991337223,true
3823,37543,16640,20903,128,length,"15,314.016585","1,592.504710",12.539407,"16,908.303997",48,0.443225102,true
3824,110658,107200,3458,128,length,"15,304.485022","1,952.750493",15.375988,"17,258.801031",59,0.968750565,true
3825,17186,11648,5538,128,length,"15,225.141485","2,118.618200",16.682033,"17,343.776933",63,0.677760968,true
3826,32765,30784,1981,128,length,"15,190.476860","1,818.854269",14.321687,"17,010.605795",55,0.939539142,true
3827,174931,162304,12627,128,length,"17,136.235682",0.000000,0.000000,"17,136.241282",1,0.927817254,true
3828,5525,0,5525,128,length,"15,229.791730","2,067.683526",16.280973,"17,298.721346",63,0.000000000,true
3829,201115,190272,10843,128,length,"15,823.033493",0.000000,0.000000,"15,823.039317",1,0.946085573,true
3830,50,0,50,128,length,"14,352.247982","1,436.356728",11.309895,"15,790.493076",44,0.000000000,true
3831,49669,43648,6021,128,length,"14,433.473038","1,950.956431",15.361862,"16,384.435421",34,0.878777507,true
3832,13681,12224,1457,128,length,"14,286.859627","1,601.384204",12.609324,"15,888.780763",49,0.893501937,true
3833,922,448,474,128,length,"14,265.008895","2,147.736349",16.911310,"16,412.750588",9,0.485900217,true
3834,111057,107200,3857,128,length,"13,869.043023","1,975.937491",15.558563,"15,846.511150",60,0.965270087,true
3835,4909,0,4909,128,length,"13,413.727787","1,849.223917",14.560818,"15,263.884831",56,0.000000000,true
3836,30011,27072,2939,128,length,"12,950.398055","1,713.574560",13.492713,"14,663.979015",36,0.902069241,true
3837,29204,15872,13332,128,length,"13,047.744614","1,821.066959",14.339110,"14,869.901117",55,0.543487194,true
3838,52132,47552,4580,128,length,"13,181.195458","1,653.236196",13.017608,"14,834.881385",50,0.912146091,true
3839,46736,28736,18000,128,length,"13,324.737485","1,955.996662",15.401549,"15,281.662218",59,0.614857925,true
3840,60710,58752,1958,128,length,"13,259.497866","2,119.718625",16.690698,"15,388.354739",64,0.967748312,true
3841,3188,0,3188,128,length,"13,229.327453","1,891.101943",14.890566,"15,121.321691",57,0.000000000,true
3842,4823,1216,3607,128,length,"13,361.495054","1,924.816257",15.156034,"15,287.092405",58,0.252125233,true
3843,14089,10112,3977,128,length,"13,332.969710","2,149.287529",16.923524,"15,483.167967",65,0.717723046,true
3844,75578,75392,186,128,length,"13,324.655437","1,217.882237",9.589624,"14,542.543210",10,0.997538966,true
3845,13165,0,13165,128,length,"13,382.816823","2,155.247032",16.970449,"15,538.828085",66,0.000000000,true
3846,301,0,301,128,length,"13,216.083349","2,196.039962",17.291653,"15,412.141615",66,0.000000000,true
3847,92290,83520,8770,128,length,"13,360.730601","1,743.265066",13.726497,"15,104.001555",29,0.904973453,true
3848,32712,30080,2632,128,length,"13,102.850553","1,320.479750",10.397478,"14,424.412775",40,0.919540230,true
3849,42508,35712,6796,128,length,"13,023.004260","1,593.703375",12.548845,"14,617.869532",49,0.840124212,true
3850,102488,100288,2200,128,length,"13,049.700022","1,579.292157",12.435371,"14,628.997939",15,0.978534072,true
3851,18,0,18,128,length,"12,265.572338","1,392.958369",10.968176,"13,658.901462",43,0.000000000,true
3852,2759,896,1863,128,length,"12,920.862142",742.866398,5.849342,"13,664.324289",25,0.324755346,true
3853,4985,1216,3769,128,length,"11,780.812071","1,936.461308",15.247727,"13,718.151274",47,0.243931795,true
3854,25396,5248,20148,128,length,"12,088.464830","1,637.638282",12.894790,"13,726.834765",23,0.206646716,true
3855,111432,107200,4232,128,length,"11,591.598228","1,803.618437",14.201720,"13,397.085480",61,0.962021681,true
3856,100127,26688,73439,128,length,"13,217.901187",783.284860,6.167597,"14,001.190783",19,0.266541492,true
3857,478,192,286,128,length,"12,534.149975","1,651.670936",13.005283,"14,186.011856",58,0.401673640,true
3858,31113,30912,201,128,length,"12,259.177728","1,294.246008",10.190913,"13,553.428792",22,0.993539678,true
3859,83066,75392,7674,128,length,"12,581.580205",315.839257,2.486923,"12,897.425158",2,0.907615631,true
3860,31198,30912,286,128,length,"11,996.755468","1,364.922788",10.747424,"13,361.683632",32,0.990832746,true
3861,36346,17984,18362,128,length,"11,100.796184","1,729.732287",13.619939,"12,830.547127",58,0.494799978,true
3862,21495,832,20663,128,length,"12,511.770887",0.000000,0.000000,"12,511.776647",1,0.038706676,true
3863,76954,75072,1882,128,length,"11,284.206973","1,478.266625",11.639895,"12,763.832649",49,0.975543831,true
3864,5356,896,4460,128,length,"10,970.738262","1,807.802215",14.234663,"12,780.013096",59,0.167289022,true
3865,111864,109888,1976,128,length,"10,970.396596","1,994.345604",15.703509,"12,966.652647",65,0.982335693,true
3866,33442,31744,1698,128,length,"10,908.100105","1,434.080837",11.291975,"12,342.186382",38,0.949225525,true
3867,18991,10112,8879,128,length,"10,868.553969","2,030.005630",15.984296,"12,899.802105",66,0.532462746,true
3868,22982,832,22150,128,length,"11,397.550170","1,809.983223",14.251836,"13,207.555601",57,0.036202245,true
3869,1217,448,769,128,length,"11,367.150731","2,385.724240",18.785230,"13,793.461915",32,0.368118324,true
3870,95193,83520,11673,128,length,"11,724.004743","1,540.154665",12.127202,"13,265.674204",49,0.877375437,true
3871,31462,28544,2918,128,length,"11,459.387874","1,612.249409",12.694877,"13,071.642691",34,0.907253194,true
3872,31355,30912,443,128,length,"11,464.396936","1,662.802800",13.092935,"13,128.075583",34,0.985871472,true
3873,176301,173760,2541,128,length,"11,652.358898","1,400.894560",11.030666,"13,054.810654",47,0.985587149,true
3874,43285,36608,6677,128,length,"11,451.064063","1,645.750697",12.958667,"13,096.832329",55,0.845743329,true
3875,1207,1152,55,128,length,"11,886.489063",646.598696,5.091328,"12,533.093007",3,0.954432477,true
3876,107534,26688,80846,128,length,"12,791.498339","1,386.398701",10.916525,"14,179.505725",52,0.248181970,true
3877,8040,3136,4904,128,length,"12,687.159692","1,470.468996",11.578496,"14,158.474263",38,0.390049751,true
3878,112271,110272,1999,128,length,"12,605.865452","1,963.530514",15.460870,"14,570.574471",69,0.982194868,true
3879,43860,22656,21204,128,length,"12,569.054154","1,519.368325",11.963530,"14,088.428143",12,0.516552668,true
3880,14151,0,14151,128,length,"12,843.718942","2,274.133954",17.906567,"15,117.868288",59,0.000000000,true
3881,51973,51584,389,128,length,"12,050.134576","2,243.251150",17.663395,"14,293.403167",60,0.992515345,true
3882,19362,3008,16354,128,length,"12,279.311870","1,927.739736",15.179053,"14,210.517649",47,0.155355852,true
3883,31531,30912,619,128,length,"12,040.801511","1,927.609623",15.178029,"13,968.416542",31,0.980368526,true
3884,204696,201088,3608,128,length,"12,185.326554","1,960.788188",15.439277,"14,147.667746",58,0.982373862,true
3885,112676,110656,2020,128,length,"12,046.073489","1,928.578078",15.185654,"13,975.874776",57,0.982072491,true
3886,34628,32704,1924,128,length,"13,757.678305",0.000000,0.000000,"13,757.683745",1,0.944438027,true
3887,11076,3136,7940,128,length,"11,952.694385","2,095.605282",16.500829,"14,048.695927",52,0.283134706,true
3888,47449,28736,18713,128,length,"12,686.366215","1,848.893066",14.558213,"14,536.260889",54,0.605618664,true
3889,99573,84160,15413,128,length,"13,425.368326","1,048.544487",8.256256,"14,514.497133",47,0.845209043,true
3890,58865,58688,177,128,length,"12,650.591661","2,127.588286",16.752664,"14,778.185611",26,0.996993120,true
3891,113046,111040,2006,128,length,"13,279.358759","1,670.874639",13.156493,"14,950.569689",66,0.982255011,true
3892,61760,59712,2048,128,length,"13,240.308308","1,455.136747",11.457770,"14,696.004739",58,0.966839378,true
3893,295227,294080,1147,128,length,"13,041.088754","1,266.572157",9.973009,"14,310.597062",44,0.996114854,true
3894,1295,1152,143,128,length,"12,991.445066","1,479.820430",11.652129,"14,471.271448",44,0.889575290,true
3895,12913,3136,9777,128,length,"12,944.386967","1,352.507011",10.649662,"14,296.900122",32,0.242856037,true
3896,59028,58688,340,128,length,"12,767.511078","1,856.316933",14.616669,"14,623.833963",26,0.994240022,true
3897,89929,14272,75657,128,length,"14,310.610182","1,350.626100",10.634851,"15,662.194561",47,0.158702977,true
3898,113416,111040,2376,128,length,"14,176.484933","1,630.199663",12.836218,"15,808.217504",57,0.979050575,true
3899,104190,102016,2174,128,length,"13,840.855024","1,263.829543",9.951414,"15,104.690456",17,0.979134274,true
3900,44034,37504,6530,128,length,"13,814.302559","1,577.623089",12.422229,"15,391.944336",55,0.851705500,true
3901,2439,0,2439,128,length,"13,743.696819","1,681.976711",13.243911,"15,425.951996",60,0.000000000,true
3902,1559,0,1559,128,length,"13,515.579213","1,846.663960",14.540661,"15,362.604584",67,0.000000000,true
3903,123086,192,122894,128,length,"16,083.448857","1,302.028693",10.252194,"17,386.917145",46,0.001559885,true
3904,48852,47424,1428,128,length,"15,788.046337","2,028.058350",15.968963,"17,817.060855",66,0.970768853,true
3905,13063,12864,199,128,length,"15,721.130418","1,731.416172",13.633198,"17,453.882825",43,0.984766133,true
3906,25849,5376,20473,128,length,"16,009.834325","2,203.166066",17.347764,"18,214.225104",68,0.207977098,true
3907,113795,113408,387,128,length,"15,947.717516","1,913.919114",15.070229,"17,862.047001",60,0.996599148,true
3908,77844,76928,916,128,length,"15,879.329329","1,609.550892",12.673629,"17,490.763308",51,0.988232876,true
3909,105559,104128,1431,128,length,"15,929.441372","1,333.827567",10.502579,"17,263.274539",13,0.986443600,true
3910,13186,12864,322,128,length,"15,570.658576","1,768.384207",13.924285,"17,340.456043",55,0.975580161,true
3911,28306,0,28306,128,length,"15,975.495079","1,768.926643",13.928556,"17,745.453795",54,0.000000000,true
3912,114173,113408,765,128,length,"15,769.204205","1,854.142835",14.599550,"17,624.962125",57,0.993299642,true
3913,14400,14272,128,128,length,"15,767.149629","1,640.778722",12.919517,"17,408.636516",50,0.991111111,true
3914,13449,12864,585,128,length,"15,704.007979","1,578.269621",12.427320,"17,283.246056",48,0.956502342,true
3915,1438,1216,222,128,length,"15,632.824186","2,327.432805",18.326243,"17,961.092998",26,0.845618915,true
3916,35810,34624,1186,128,length,"15,570.245133","1,816.614731",14.304053,"17,388.860040",56,0.966880760,true
3917,49895,47616,2279,128,length,"15,660.690550","1,889.167175",14.875332,"17,551.427881",60,0.954324081,true
3918,13285,0,13285,128,length,"15,626.578729","2,187.230804",17.222290,"17,813.828862",71,0.000000000,true
3919,32913,31424,1489,128,length,"15,661.584605","1,557.863668",12.266643,"17,219.453873",35,0.954759518,true
3920,13239,832,12407,128,length,"15,399.042312","1,928.494142",15.184993,"17,327.819240",64,0.062844626,true
3921,195360,14272,181088,128,length,"19,801.417900","1,521.723768",11.982077,"21,325.064915",54,0.073054873,true
3922,2350,1920,430,128,length,"15,203.074655","1,685.006047",13.267764,"16,888.478017",55,0.817021277,true
3923,17953,0,17953,128,length,"15,511.146523","1,811.030976",14.260086,"17,323.172131",65,0.000000000,true
3924,114540,113792,748,128,length,"19,659.368525","1,618.050959",12.740559,"21,279.273578",57,0.993469530,true
3925,23353,0,23353,128,length,"20,023.710180","2,248.121557",17.701745,"22,271.852281",71,0.000000000,true
3926,14676,14272,404,128,length,"20,053.225037","1,333.596621",10.500761,"21,386.827483",14,0.972472063,true
3927,10522,1280,9242,128,length,"20,317.036460","1,756.879893",13.833700,"22,075.191691",55,0.121649876,true
3928,115283,113792,1491,128,length,"20,285.655316","1,726.853897",13.597275,"22,012.892960",54,0.987066610,true
3929,19523,16576,2947,128,length,"20,131.367061","1,915.937210",15.086120,"22,048.474873",60,0.849049839,true
3930,70743,70144,599,128,length,"20,922.428270",484.175112,3.812402,"21,406.608822",2,0.991532731,true
3931,52041,51968,73,128,length,"20,146.244522","2,639.929732",20.786848,"22,787.167670",84,0.998597260,true
3932,102093,89920,12173,128,length,"21,991.885722",0.000000,0.000000,"21,991.891482",1,0.880765576,true
3933,35457,32704,2753,128,length,"20,149.177665","1,477.838654",11.636525,"21,628.168488",46,0.922356657,true
3934,37157,35776,1381,128,length,"19,946.457219","2,012.884086",15.849481,"21,959.361690",63,0.962833383,true
3935,18181,14400,3781,128,length,"19,973.138646","1,537.116465",12.103279,"21,510.260359",13,0.792035642,true
3936,71315,70144,1171,128,length,"19,154.468131","2,012.728021",15.848252,"21,168.508354",64,0.983579892,true
3937,116226,114112,2114,128,length,"19,163.047462","1,918.920018",15.109606,"21,082.348059",61,0.981811299,true
3938,50714,49856,858,128,length,"18,870.109825","1,742.711141",13.722135,"20,613.201705",55,0.983081595,true
3939,18339,14400,3939,128,length,"18,935.328227",0.000000,0.000000,"20,037.426288",1,0.785211844,true
3940,43343,25344,17999,128,length,"18,961.732851","1,611.043288",12.685380,"20,573.487153",52,0.584731098,true
3941,129819,123072,6747,128,length,"18,631.601130","1,446.010691",11.385911,"20,118.160428",47,0.948027638,true
