ordinal,start_ms,duration_ms,end_ms,stage,layer_id,category,short_name,kernel
205,412.858982,0.035776,412.894758,feed_forward,22,quant_activation,SwiGLU activation,"void <unnamed>::act_and_mul_kernel<__nv_bfloat16, (<unnamed>::ActivationKind)0, (bool)1, (bool)0>(<unnamed>::ActivationParams)"
206,412.894726,0.019808,412.914534,feed_forward,22,quant_activation,Per-token group FP8 quantization,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)1, (bool)0, (bool)1, unsigned int>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
207,412.917094,0.131585,413.048679,feed_forward,22,projection_gemm,DeepGEMM FP8 projection,"void deep_gemm::sm100_fp8_fp4_gemm_1d1d_impl<(cute::UMMA::Major)0, (cute::UMMA::Major)0, (unsigned int)128, (unsigned int)128, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)240, (unsigned int)128, (unsigned int)128, (unsigned int)1, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)6, (unsigned int)128, (unsigned int)128, (unsigned int)2, (bool)1, (unsigned int)148, (bool)1, (deep_gemm::GemmType)0, (bool)0, cutlass::float_e4m3_t, cutlass::float_e4m3_t, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity>(int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
208,413.050119,0.090721,413.14084,feed_forward,22,support,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctor_add<c1…","void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
209,413.141032,0.119105,413.260137,attention_and_selector,23,norm_routing,Fused add + RMSNorm,kernel_cutlass_kernel_flashinfernormkernelsfused_add_rmsnormFusedAddRMSNormKernel_object_at__tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign_0
210,413.260041,0.055488,413.315529,attention_and_selector,23,quant_activation,Per-token group FP8 quantization,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)1, (bool)0, (bool)1, unsigned int>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
211,413.317417,0.164002,413.481419,attention_and_selector,23,projection_gemm,DeepGEMM FP8 projection,"void deep_gemm::sm100_fp8_fp4_gemm_1d1d_impl<(cute::UMMA::Major)0, (cute::UMMA::Major)0, (unsigned int)128, (unsigned int)128, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)128, (unsigned int)224, (unsigned int)128, (unsigned int)1, (unsigned int)128, (unsigned int)128, (unsigned int)64, (unsigned int)6, (unsigned int)128, (unsigned int)128, (unsigned int)2, (bool)0, (unsigned int)148, (bool)0, (deep_gemm::GemmType)0, (bool)0, cutlass::float_e4m3_t, cutlass::float_e4m3_t, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity>(int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
212,413.482091,0.020192,413.502283,attention_and_selector,23,norm_routing,RMSNorm,kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign16o2048i64div81_tensorptrbf16gmemalign16o20481_tensorptrbf16gmemalign16o2048i64div81___Tru_0
213,413.502635,0.007744,413.510379,attention_and_selector,23,norm_routing,RMSNorm,kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign16o512i64div81_tensorptrbf16gmemalign16o5121_tensorptrbf16gmemalign16o512i64div81___True_4_0
214,413.510731,0.019872,413.530603,attention_and_selector,23,quant_activation,Per-token group FP8 quantization,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)1, (bool)0, (bool)1, unsigned int>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
215,413.532491,0.328483,413.860974,attention_and_selector,23,projection_gemm,DeepGEMM FP8 projection,"void deep_gemm::sm100_fp8_fp4_gemm_1d1d_impl<(cute::UMMA::Major)0, (cute::UMMA::Major)0, (unsigned int)128, (unsigned int)128, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)240, (unsigned int)128, (unsigned int)128, (unsigned int)1, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)6, (unsigned int)128, (unsigned int)128, (unsigned int)2, (bool)1, (unsigned int)148, (bool)1, (deep_gemm::GemmType)0, (bool)0, cutlass::float_e4m3_t, cutlass::float_e4m3_t, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity>(int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
216,413.861198,0.24973,414.110928,attention_and_selector,23,projection_gemm,NVJET projection GEMM,nvjet_sm103_tst_256x256_64x4_2x1_2cta_v_bz_TNT
217,414.104464,0.399427,414.503891,attention_and_selector,23,quant_activation,FlashInfer RoPE + FP8 quantization,"void flashinfer::RopeQuantizeKernel<(bool)1, (unsigned int)16, (unsigned int)1, __nv_bfloat16, long, __nv_fp8_e4m3>(T4 *, T4 *, T4 *, T4 *, T6 *, T6 *, T6 *, T6 *, float *, T5 *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, float, float)"
218,414.504243,0.005728,414.509971,attention_and_selector,23,sparse_mla,"void <unnamed>::set_mla_kv_buffer_kernel<(long)512, (long)64, (int)8, (bool)1, long>(…","void <unnamed>::set_mla_kv_buffer_kernel<(long)512, (long)64, (int)8, (bool)1, long>(<unnamed>::SetMlaKVBufferParams)"
219,414.510227,3.042328,417.552555,attention_and_selector,23,sparse_mla,FlashInfer SM100 sparse MLA attention,fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512PagedKvDenseStaticTokenSparseP1VarSeqQ64Kv128PersistentKeepsAbForGen
220,417.552395,0.259714,417.812109,attention_and_selector,23,projection_gemm,NVJET projection GEMM,nvjet_sm103_tst_128x256_64x6_2x1_2cta_v_bz_TNT
221,417.809997,0.145442,417.955439,attention_and_selector,23,quant_activation,Per-token group FP8 quantization,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)1, (bool)0, (bool)1, unsigned int>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
222,417.958383,0.947719,418.906102,attention_and_selector,23,projection_gemm,DeepGEMM FP8 projection,"void deep_gemm::sm100_fp8_fp4_gemm_1d1d_impl<(cute::UMMA::Major)0, (cute::UMMA::Major)0, (unsigned int)128, (unsigned int)128, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)240, (unsigned int)128, (unsigned int)128, (unsigned int)1, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)6, (unsigned int)128, (unsigned int)128, (unsigned int)2, (bool)1, (unsigned int)148, (bool)1, (deep_gemm::GemmType)0, (bool)0, cutlass::float_e4m3_t, cutlass::float_e4m3_t, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity>(int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
223,418.906422,0.117377,419.023799,attention_and_selector,23,norm_routing,Fused add + RMSNorm,kernel_cutlass_kernel_flashinfernormkernelsfused_add_rmsnormFusedAddRMSNormKernel_object_at__tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign_0
224,419.023767,0.046625,419.070392,feed_forward,23,projection_gemm,NVJET projection GEMM,nvjet_sm103_tst_128x256_64x6_2x2_2cta_h_bz_TNT
225,419.068055,0.056897,419.124952,feed_forward,23,quant_activation,Per-token group FP8 quantization,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)0, (bool)0, (bool)1, float>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
226,419.125144,0.022815,419.147959,feed_forward,23,norm_routing,MoE routing scores,"void moe::dev::routing::routingCustom::routingIndicesHistogramScoresKernel<moe::dev::routing::routingCustom::KernelParams<__nv_bfloat16, __nv_bfloat16, (int)256, (int)8, moe::dev::routing::TopKExpertSelect<moe::dev::routing::SigmoidBiasPreprocess, moe::dev::routing::ScaledSumNormalizePostprocess>>>(T1)"
227,419.14796,0.001344,419.149304,feed_forward,23,norm_routing,MoE expert-count initialization,"void moe::dev::routing::routingInitExpertCounts<moe::dev::routing::routingCustom::KernelParams<__nv_bfloat16, __nv_bfloat16, (int)256, (int)8, moe::dev::routing::TopKExpertSelect<moe::dev::routing::NoOpPreprocess, moe::dev::routing::NoOpPostprocess>>>(T1)"
228,419.15244,0.008352,419.160792,feed_forward,23,norm_routing,MoE routing indices,"void moe::dev::routing::routingIndicesCoopKernel<moe::dev::routing::routingCustom::KernelParams<__nv_bfloat16, __nv_bfloat16, (int)256, (int)8, moe::dev::routing::TopKExpertSelect<moe::dev::routing::NoOpPreprocess, moe::dev::routing::NoOpPostprocess>>>(T1)"
229,419.160984,6.395411,425.556395,feed_forward,23,moe_expert,TRT-LLM FP8 expert gate/up BMM,bmm_E4m3_E4m3E4m3_Fp32_t128x64x128u2_s6_et64x64_m64x64x32_c1x1x1_rM_TN_transOut_noShfl_dsFp8_schPd4x2x2x3_bN_tma_tmaSf_rgTma_clmp_lbW4_dynB_sm100f
230,425.552107,1.556301,427.108408,feed_forward,23,moe_expert,TRT-LLM fused expert activation,"void moe::dev::activation::activationDeepSeekKernel<moe::dev::activation::KernelParams<cutlass::float_e4m3_t, (int)4, (bool)1>>(T1)"
231,427.106008,3.046552,430.15256,feed_forward,23,moe_expert,TRT-LLM FP8 expert down BMM,bmm_Bfloat16_E4m3E4m3_Fp32_t128x64x128u2_s6_et64x64_m64x64x32_c1x1x1_rM_TN_transOut_noShfl_dsFp8_schPd4x2x2x3_bN_rgTma_clmp_dynB_sm100f
232,430.148272,0.272994,430.421266,feed_forward,23,moe_expert,TRT-LLM expert finalize,"void moe::dev::finalize::finalizeKernelVecLoad<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, (int)4, (bool)1>>(T1)"
233,430.485107,0.05504,430.540147,feed_forward,23,quant_activation,Per-token group FP8 quantization,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)1, (bool)0, (bool)1, unsigned int>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
234,430.543027,0.237602,430.780629,feed_forward,23,projection_gemm,DeepGEMM FP8 projection,"void deep_gemm::sm100_fp8_fp4_gemm_1d1d_impl<(cute::UMMA::Major)0, (cute::UMMA::Major)0, (unsigned int)128, (unsigned int)128, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)240, (unsigned int)128, (unsigned int)128, (unsigned int)1, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)6, (unsigned int)128, (unsigned int)128, (unsigned int)2, (bool)1, (unsigned int)148, (bool)1, (deep_gemm::GemmType)0, (bool)0, cutlass::float_e4m3_t, cutlass::float_e4m3_t, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity>(int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
235,430.781109,0.036161,430.81727,feed_forward,23,quant_activation,SwiGLU activation,"void <unnamed>::act_and_mul_kernel<__nv_bfloat16, (<unnamed>::ActivationKind)0, (bool)1, (bool)0>(<unnamed>::ActivationParams)"
236,430.817462,0.019776,430.837238,feed_forward,23,quant_activation,Per-token group FP8 quantization,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)1, (bool)0, (bool)1, unsigned int>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
237,430.84047,0.129345,430.969815,feed_forward,23,projection_gemm,DeepGEMM FP8 projection,"void deep_gemm::sm100_fp8_fp4_gemm_1d1d_impl<(cute::UMMA::Major)0, (cute::UMMA::Major)0, (unsigned int)128, (unsigned int)128, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)240, (unsigned int)128, (unsigned int)128, (unsigned int)1, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)6, (unsigned int)128, (unsigned int)128, (unsigned int)2, (bool)1, (unsigned int)148, (bool)1, (deep_gemm::GemmType)0, (bool)0, cutlass::float_e4m3_t, cutlass::float_e4m3_t, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity>(int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
238,430.971543,0.092193,431.063736,feed_forward,23,support,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctor_add<c1…","void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
239,431.063928,0.119617,431.183545,attention_and_selector,24,norm_routing,Fused add + RMSNorm,kernel_cutlass_kernel_flashinfernormkernelsfused_add_rmsnormFusedAddRMSNormKernel_object_at__tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign_0
240,431.183385,0.055456,431.238841,attention_and_selector,24,quant_activation,Per-token group FP8 quantization,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)1, (bool)0, (bool)1, unsigned int>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
241,431.241433,0.165729,431.407162,attention_and_selector,24,projection_gemm,DeepGEMM FP8 projection,"void deep_gemm::sm100_fp8_fp4_gemm_1d1d_impl<(cute::UMMA::Major)0, (cute::UMMA::Major)0, (unsigned int)128, (unsigned int)128, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)128, (unsigned int)224, (unsigned int)128, (unsigned int)1, (unsigned int)128, (unsigned int)128, (unsigned int)64, (unsigned int)6, (unsigned int)128, (unsigned int)128, (unsigned int)2, (bool)0, (unsigned int)148, (bool)0, (deep_gemm::GemmType)0, (bool)0, cutlass::float_e4m3_t, cutlass::float_e4m3_t, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity>(int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
242,431.407674,0.02032,431.427994,attention_and_selector,24,norm_routing,RMSNorm,kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign16o2048i64div81_tensorptrbf16gmemalign16o20481_tensorptrbf16gmemalign16o2048i64div81___Tru_0
243,431.428218,0.007873,431.436091,attention_and_selector,24,norm_routing,RMSNorm,kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign16o512i64div81_tensorptrbf16gmemalign16o5121_tensorptrbf16gmemalign16o512i64div81___True_4_0
244,431.436411,0.019808,431.456219,attention_and_selector,24,quant_activation,Per-token group FP8 quantization,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)1, (bool)0, (bool)1, unsigned int>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
245,431.459035,0.330434,431.789469,attention_and_selector,24,projection_gemm,DeepGEMM FP8 projection,"void deep_gemm::sm100_fp8_fp4_gemm_1d1d_impl<(cute::UMMA::Major)0, (cute::UMMA::Major)0, (unsigned int)128, (unsigned int)128, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)240, (unsigned int)128, (unsigned int)128, (unsigned int)1, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)6, (unsigned int)128, (unsigned int)128, (unsigned int)2, (bool)1, (unsigned int)148, (bool)1, (deep_gemm::GemmType)0, (bool)0, cutlass::float_e4m3_t, cutlass::float_e4m3_t, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity>(int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
246,431.790109,0.250434,432.040543,attention_and_selector,24,projection_gemm,NVJET projection GEMM,nvjet_sm103_tst_256x256_64x4_2x1_2cta_v_bz_TNT
247,432.034207,0.399012,432.433219,attention_and_selector,24,quant_activation,FlashInfer RoPE + FP8 quantization,"void flashinfer::RopeQuantizeKernel<(bool)1, (unsigned int)16, (unsigned int)1, __nv_bfloat16, long, __nv_fp8_e4m3>(T4 *, T4 *, T4 *, T4 *, T6 *, T6 *, T6 *, T6 *, float *, T5 *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, float, float)"
248,432.433187,0.005824,432.439011,attention_and_selector,24,sparse_mla,"void <unnamed>::set_mla_kv_buffer_kernel<(long)512, (long)64, (int)8, (bool)1, long>(…","void <unnamed>::set_mla_kv_buffer_kernel<(long)512, (long)64, (int)8, (bool)1, long>(<unnamed>::SetMlaKVBufferParams)"
249,432.439043,3.038776,435.477819,attention_and_selector,24,sparse_mla,FlashInfer SM100 sparse MLA attention,fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512PagedKvDenseStaticTokenSparseP1VarSeqQ64Kv128PersistentKeepsAbForGen
250,435.477499,0.258914,435.736413,attention_and_selector,24,projection_gemm,NVJET projection GEMM,nvjet_sm103_tst_128x256_64x6_2x1_2cta_v_bz_TNT
251,435.734365,0.145153,435.879518,attention_and_selector,24,quant_activation,Per-token group FP8 quantization,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)1, (bool)0, (bool)1, unsigned int>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
252,435.882526,0.945704,436.82823,attention_and_selector,24,projection_gemm,DeepGEMM FP8 projection,"void deep_gemm::sm100_fp8_fp4_gemm_1d1d_impl<(cute::UMMA::Major)0, (cute::UMMA::Major)0, (unsigned int)128, (unsigned int)128, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)240, (unsigned int)128, (unsigned int)128, (unsigned int)1, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)6, (unsigned int)128, (unsigned int)128, (unsigned int)2, (bool)1, (unsigned int)148, (bool)1, (deep_gemm::GemmType)0, (bool)0, cutlass::float_e4m3_t, cutlass::float_e4m3_t, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity>(int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
253,436.828582,0.116897,436.945479,attention_and_selector,24,norm_routing,Fused add + RMSNorm,kernel_cutlass_kernel_flashinfernormkernelsfused_add_rmsnormFusedAddRMSNormKernel_object_at__tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign_0
254,436.945735,0.047808,436.993543,feed_forward,24,projection_gemm,NVJET projection GEMM,nvjet_sm103_tst_128x256_64x6_2x2_2cta_h_bz_TNT
255,436.991175,0.05696,437.048135,feed_forward,24,quant_activation,Per-token group FP8 quantization,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)0, (bool)0, (bool)1, float>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
256,437.048295,0.023105,437.0714,feed_forward,24,norm_routing,MoE routing scores,"void moe::dev::routing::routingCustom::routingIndicesHistogramScoresKernel<moe::dev::routing::routingCustom::KernelParams<__nv_bfloat16, __nv_bfloat16, (int)256, (int)8, moe::dev::routing::TopKExpertSelect<moe::dev::routing::SigmoidBiasPreprocess, moe::dev::routing::ScaledSumNormalizePostprocess>>>(T1)"
257,437.071368,0.001376,437.072744,feed_forward,24,norm_routing,MoE expert-count initialization,"void moe::dev::routing::routingInitExpertCounts<moe::dev::routing::routingCustom::KernelParams<__nv_bfloat16, __nv_bfloat16, (int)256, (int)8, moe::dev::routing::TopKExpertSelect<moe::dev::routing::NoOpPreprocess, moe::dev::routing::NoOpPostprocess>>>(T1)"
258,437.075336,0.008288,437.083624,feed_forward,24,norm_routing,MoE routing indices,"void moe::dev::routing::routingIndicesCoopKernel<moe::dev::routing::routingCustom::KernelParams<__nv_bfloat16, __nv_bfloat16, (int)256, (int)8, moe::dev::routing::TopKExpertSelect<moe::dev::routing::NoOpPreprocess, moe::dev::routing::NoOpPostprocess>>>(T1)"
259,437.083848,6.385043,443.468891,feed_forward,24,moe_expert,TRT-LLM FP8 expert gate/up BMM,bmm_E4m3_E4m3E4m3_Fp32_t128x64x128u2_s6_et64x64_m64x64x32_c1x1x1_rM_TN_transOut_noShfl_dsFp8_schPd4x2x2x3_bN_tma_tmaSf_rgTma_clmp_lbW4_dynB_sm100f
260,443.464955,1.553708,445.018663,feed_forward,24,moe_expert,TRT-LLM fused expert activation,"void moe::dev::activation::activationDeepSeekKernel<moe::dev::activation::KernelParams<cutlass::float_e4m3_t, (int)4, (bool)1>>(T1)"
261,445.015911,3.061241,448.077152,feed_forward,24,moe_expert,TRT-LLM FP8 expert down BMM,bmm_Bfloat16_E4m3E4m3_Fp32_t128x64x128u2_s6_et64x64_m64x64x32_c1x1x1_rM_TN_transOut_noShfl_dsFp8_schPd4x2x2x3_bN_rgTma_clmp_dynB_sm100f
262,448.072928,0.272962,448.34589,feed_forward,24,moe_expert,TRT-LLM expert finalize,"void moe::dev::finalize::finalizeKernelVecLoad<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, (int)4, (bool)1>>(T1)"
263,448.40973,0.055841,448.465571,feed_forward,24,quant_activation,Per-token group FP8 quantization,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)1, (bool)0, (bool)1, unsigned int>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
264,448.467299,0.24333,448.710629,feed_forward,24,projection_gemm,DeepGEMM FP8 projection,"void deep_gemm::sm100_fp8_fp4_gemm_1d1d_impl<(cute::UMMA::Major)0, (cute::UMMA::Major)0, (unsigned int)128, (unsigned int)128, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)240, (unsigned int)128, (unsigned int)128, (unsigned int)1, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)6, (unsigned int)128, (unsigned int)128, (unsigned int)2, (bool)1, (unsigned int)148, (bool)1, (deep_gemm::GemmType)0, (bool)0, cutlass::float_e4m3_t, cutlass::float_e4m3_t, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity>(int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
265,448.710981,0.036032,448.747013,feed_forward,24,quant_activation,SwiGLU activation,"void <unnamed>::act_and_mul_kernel<__nv_bfloat16, (<unnamed>::ActivationKind)0, (bool)1, (bool)0>(<unnamed>::ActivationParams)"
266,448.746821,0.02,448.766821,feed_forward,24,quant_activation,Per-token group FP8 quantization,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)1, (bool)0, (bool)1, unsigned int>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
267,448.768645,0.134977,448.903622,feed_forward,24,projection_gemm,DeepGEMM FP8 projection,"void deep_gemm::sm100_fp8_fp4_gemm_1d1d_impl<(cute::UMMA::Major)0, (cute::UMMA::Major)0, (unsigned int)128, (unsigned int)128, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)240, (unsigned int)128, (unsigned int)128, (unsigned int)1, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)6, (unsigned int)128, (unsigned int)128, (unsigned int)2, (bool)1, (unsigned int)148, (bool)1, (deep_gemm::GemmType)0, (bool)0, cutlass::float_e4m3_t, cutlass::float_e4m3_t, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity>(int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
268,448.907046,0.091937,448.998983,feed_forward,24,support,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctor_add<c1…","void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
269,448.999335,0.120161,449.119496,attention_and_selector,25,norm_routing,Fused add + RMSNorm,kernel_cutlass_kernel_flashinfernormkernelsfused_add_rmsnormFusedAddRMSNormKernel_object_at__tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign_0
270,449.119304,0.055841,449.175145,attention_and_selector,25,quant_activation,Per-token group FP8 quantization,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)1, (bool)0, (bool)1, unsigned int>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
271,449.177129,0.170529,449.347658,attention_and_selector,25,projection_gemm,DeepGEMM FP8 projection,"void deep_gemm::sm100_fp8_fp4_gemm_1d1d_impl<(cute::UMMA::Major)0, (cute::UMMA::Major)0, (unsigned int)128, (unsigned int)128, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)128, (unsigned int)224, (unsigned int)128, (unsigned int)1, (unsigned int)128, (unsigned int)128, (unsigned int)64, (unsigned int)6, (unsigned int)128, (unsigned int)128, (unsigned int)2, (bool)0, (unsigned int)148, (bool)0, (deep_gemm::GemmType)0, (bool)0, cutlass::float_e4m3_t, cutlass::float_e4m3_t, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity>(int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
